"network_code","network_name","park_code","park_name","site_name","station_code","station_name","station_latitude","station_longitude","station_datum","SET_depth_m","SET_date_established","SET_date_retired","station_status","protected_status","station_notes"
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA021","FOMA021C","FOMA021C",29.71437,-81.23923,"NAD83",26.37,2021-03-19,NA,"Active","Not Protected","First plot in marsh west of fort northeast corner marked with fiberglass rod. Veg: BAMA, SPAL"
"SECN","Southeast Coast Network","FOPU","Fort Pulaski National Monument","FOPU121","FOPU121A","FOPU121A",32.03106,-80.90847,"NAD83",23.06,2021-05-04,NA,"Active","Not Protected",NA
"SECN","Southeast Coast Network","FOPU","Fort Pulaski National Monument","FOPU121","FOPU121B","FOPU121B",32.0312,-80.90843,"NAD83",23.11,2021-05-04,NA,"Active","Not Protected",NA
"SECN","Southeast Coast Network","FOPU","Fort Pulaski National Monument","FOPU121","FOPU121C","FOPU121C",32.03132,-80.90839,"NAD83",23.11,2021-05-04,NA,"Active","Not Protected",NA
"SECN","Southeast Coast Network","FOPU","Fort Pulaski National Monument","FOPU02","FOPU02A","FOPU02A",32.015469,-80.916106,"NAD83",18.06,2012-08-13,NA,"Active","Not Protected","Healthy Spartina alterniflora marsh just off of a wide creek.  Oyster beds are common around.  The first attempt at rod installation was a failure due to the joint 2 rods down rattling loose.  The second attempt was successful.  "
"SECN","Southeast Coast Network","FOPU","Fort Pulaski National Monument","FOPU02","FOPU02B","FOPU02B",32.015476,-80.916169,"NAD83",17.62,2012-08-15,NA,"Active","Not Protected","Healthy Spartina alterniflora marsh just off of an oyster creek tributary.  Oyster beds all around.  Mud slopes gradually to tributary (not a steep bank)."
"SECN","Southeast Coast Network","FOPU","Fort Pulaski National Monument","FOPU02","FOPU02C","FOPU02C",32.015169,-80.916148,"NAD83",18.68,2012-08-14,NA,"Active","Not Protected","Nice Spartina alterniflora marsh just off a tributary of oyster creek. Oyster beds all around but not within the sites.  This site had a footprint during platform install, but the impact was minimal.  Documentation photos are noted in the install form."
"SECN","Southeast Coast Network","FOPU","Fort Pulaski National Monument","FOPU02","FOPU221A","FOPU221A",32.03949,-80.94539,"NAD83",26.71,2021-05-05,NA,"Active","Not Protected","SPAL"
"SECN","Southeast Coast Network","FOPU","Fort Pulaski National Monument","FOPU02","FOPU221B","FOPU221B",32.0395,-80.94552,"NAD83",24.09,2021-05-05,NA,"Active","Not Protected","SPAL"
"SECN","Southeast Coast Network","FOPU","Fort Pulaski National Monument","FOPU02","FOPU221C","FOPU221C",32.03959,-80.94544,"NAD83",24.15,2021-05-05,NA,"Active","Not Protected","SPAL"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Sandy Hook","SH3","SH3",40.44925,-74.001079,"NAD83",18.29,2002-12-14,NA,"Active","Not Protected","SET Pipe 3 -2002 Upgrade of the original SET in July 2023. New receiver attached directly to the original receiver and raised it up about 6"". Added new collar and cement. 
Established 3 new marker horizons.
Removed stake from the original horizons
SET directions are the same as before"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Sandy Hook","SH2","SH2",40.44942,-74.00098,"NAD83",18.29,2002-12-14,NA,"Active","Not Protected","SET Pipe 2 - 2002
Upgrade of the original SET in July 2023. New receiver attached directly to the original receiver and raised it up about 6"". Added new collar and cement. 
Established 3 new marker horizons.
Removed stake from the original horizons
SET directions are the same as before"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Sandy Hook","SH1","SH1",40.44967,-74.00082,"NAD83",19.51,2002-12-14,NA,"Active","Not Protected","SET Pipe 1 - 2002
Upgrade of the original SET in July 2023. New receiver attached directly to the original receiver and raised it up about 6"". Added new collar and cement. 
Established 3 new marker horizons.
Removed stake from the original horizons
SET directions are the same as before"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Sandy Hook","SH1_2023","SH1_2023",40.44967,-74.00082,"NAD83",19.51,2023-07-12,2024-06-11,"Retired","Not Protected","Transferred all data from the post-2023 update to the original 'SH1' station on 6/11/2024. Upgrade of the original SET in July 2023. New receiver attached directly to the original receiver and raised it up about 6"". Added new collar and cement. 
Established 3 new marker horizons.
Removed stake from the original horizons
SET directions are the same as before"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Sandy Hook","SH2_2023","SH2_2023",40.44942,-74.00098,"NAD83",18.29,2023-07-12,2024-06-11,"Retired","Not Protected","Transferred all data from the post-2023 update to the original 'SH2' station on 6/11/2024.
Upgrade of the original SET in July 2023. New receiver attached directly to the original receiver and raised it up about 6"". Added new collar and cement. 
Established 3 new marker horizons.
Removed stake from the original horizons
SET directions are the same as before"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Sandy Hook","SH3_2023","SH3_2023",40.44925,-74.001079,"NAD83",18.29,2023-07-12,2024-06-11,"Retired","Not Protected","Transferred all data from the post-2023 update to the original 'SH3' station on 6/11/2024.
Upgrade of the original SET in July 2023. New receiver attached directly to the original receiver and raised it up about 6"". Added new collar and cement. 
Established 3 new marker horizons.
Removed stake from the original horizons
SET directions are the same as before"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","JOCO","Joco3","Joco3",40.620152,-73.795309,"NAD83",20.43,2002-06-24,NA,"Active","Not Protected","JOCO marsh - Pipe 3"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","JOCO","Joco2","Joco2",40.619652,-73.795299,"NAD83",21.34,2002-06-24,NA,"Active","Not Protected","JOCO marsh - Pipe 2"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","JOCO","Joco1","Joco1",40.619582,-73.795519,"NAD83",19.82,2002-06-24,NA,"Active","Not Protected","JOCO marsh - Pipe 1"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Big Egg Spray-Restored","BES3","BES3",40.596251,-73.826843,"NAD83",12.2,2002-06-21,NA,"Active","Not Protected","Big Egg Spray/Restored - Pipe 3
13"" extension added 5/7/2008. "
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Big Egg Spray-Restored","BES2","BES2",40.595882,-73.826908,"NAD83",12.2,2002-06-25,NA,"Active","Not Protected","Big Egg Spray/Restored - Pipe 2
NOTE: Receiver Pipe Elevation (0.725, from 2019) is from After it was raised up 13"" in 2008. "
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Big Egg Spray-Restored","BES1","BES1",40.59575,-73.826355,"NAD83",11.59,2002-06-26,NA,"Active","Not Protected","Big Egg Spray/Restored - Pipe 1"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Black Bank","BB3","BB3",40.620746,-73.8332,"NAD83",14.63,2002-06-25,NA,"Active","Not Protected","Black Bank - Pipe 3"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Black Bank","BB2","BB2",40.620605,-73.833463,"NAD83",16.77,2002-06-25,2023-08-16,"Retired","Not Protected","Black Bank - Pipe 2"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Black Bank","BB1","BB1",40.620686,-73.833497,"NAD83",17.07,2002-06-25,2023-08-16,"Retired","Not Protected","Black Bank - Pipe 1 
NOTE: Pipe destroyed by erosion over the Winter of 2018/2019. Severely eroded. Marsh is gone."
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Elders East NF","EE NF3","EE NF3",40.633273,-73.849785,"NAD83",0,2007-05-31,2023-08-17,"Retired","Not Protected","Elders East - NF 3 - REtired - Sites are buried in sand
Can't find the databook when this SET was installed - Don't know how deep the SET mark went"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Elders East NF","EE NF2","EE NF2",40.633605,-73.849709,"NAD83",0,2007-05-31,2023-08-17,"Retired","Not Protected","Elders East - NF 2
Can't find the databook when this SET was installed - Don't know how deep the SET mark went"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Elders East NF","EE NF1","EE NF1",40.632975,-73.849779,"NAD83",0,2007-05-31,2023-08-17,"Retired","Not Protected","Elders East - NF 1 - REtired 
Can't find the databook when this SET was installed - Don't know how deep the SET mark went"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","JOCO REF","JocoR3","JocoRef3",40.612012,-73.786449,"NAD83",21.95,2006-11-06,NA,"Active","Not Protected","JOCO Ref Deep - Pipe 3"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","JOCO REF","JocoR2","JocoRef2",40.612162,-73.787209,"NAD83",15.85,2006-11-06,NA,"Active","Not Protected","JOCO Ref Deep - Pipe 2"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","JOCO REF","JocoR1","JocoRef1",40.611762,-73.785919,"NAD83",17.07,2006-11-06,NA,"Active","Not Protected","JOCO Ref Deep - Pipe 1"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","JOCO REF","JR1S","JocoRef1 Shallow",40.611728,-73.785908,"NAD83",0.3,2017-07-18,NA,"Active","Not Protected","JOCO Ref Shallow SET 1- 
next to Joco Ref 1 (deep)
Baseline reading on 3 Oct 2017
30cm deep legs"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","JOCO REF","JR2S","JocoRef2 Shallow",40.612066,-73.78721,"NAD83",0.3,2017-07-18,NA,"Active","Not Protected","JOCO REF Shallow SET 2 - 
next to DEEP SET 2
Baseline - Oct 3, 2017
30cm deep legs"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","JOCO REF","JR3S","JocoRef3 Shallow",40.612004,-73.786423,"NAD83",0.3,2017-07-18,NA,"Active","Not Protected","JOCO REF Shallow SET 3 -
Next to JocoREF3 - deep rSET
30cm legs"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Elders East","EE3","EE3",40.635968,-73.846333,"NAD83",18.29,2006-11-19,NA,"Active","Not Protected","Elders East Deep - Pipe 3"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Elders East","EE2","EE2",40.637153,-73.845958,"NAD83",17.07,2006-11-19,NA,"Active","Not Protected","Elders East Deep - Pipe 2"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Elders East","EE1","EE1",40.636472,-73.84761,"NAD83",21.95,2006-11-19,NA,"Active","Not Protected","Elders East Deep - Pipe 1"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Elders East","EE1S","EE1 Shallow",40.636467,-73.847614,"NAD83",0.3,2017-07-19,NA,"Active","Not Protected","Elders East Shallow 1
30cm in the marsh = 4 legs
located next to EE1 - Deep RSET"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Elders East","EE2S","EE2 Shallow",40.637153,-73.845958,"NAD83",0.3,2017-07-19,NA,"Active","Not Protected","Elders East Shallow 2
30cm deep legs"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Elders East","EE3S","EE3 Shallow",40.635968,-73.846333,"NAD83",0.3,2017-07-19,NA,"Active","Not Protected","Elders East Shallow 3
Legs = 30cm deep
Next to deep SET3"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Big Egg Control","BEC3","BEC3",40.596108,-73.828032,"NAD83",10.98,2002-06-26,NA,"Active","Not Protected","Big Egg Control - Pipe 3"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Big Egg Control","BEC2","BEC2",40.595993,-73.828112,"NAD83",9.76,2002-06-26,NA,"Active","Not Protected","Big Egg Control - Pipe 2"
"NCBN","Northeast Coastal and Barrier Network","GATE","Gateway National Recreation Area","Big Egg Control","BEC1","BEC1",40.595732,-73.828081,"NAD83",17.07,2002-06-26,NA,"Active","Not Protected","Big Egg Control - Pipe 1"
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","River1A","River 1A",38.768083,-77.04804,"NAD83",9.91,2012-02-27,2018-10-23,"Retired","Not Protected","Replacement for River 1 which had a GPS receiver stuck. First measurement on 3/20/2012.
Last measurement on 11/14/2017.Site eroded and can't be read in 2018. Retired. Elevation for the receiver is from the previous SET."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","Int3","Interior 3",38.765145,-77.04805,"NAD83",12.98,2005-10-24,2024-06-13,"Retired","Not Protected","Unknown"
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","Int2","Interior 2",38.766023,-77.04773,"NAD83",12.2,2005-10-24,2024-06-13,"Retired","Not Protected","Unknown"
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","Int1","Interior 1",38.767635,-77.04794,"NAD83",9.45,2005-10-24,2024-06-13,"Retired","Not Protected","Unknown"
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","River3","River 3",38.765097,-77.04792,"NAD83",12.78,2005-10-24,2024-06-13,"Retired","Not Protected","Unknown"
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","River2","River 2",38.766036,-77.04745,"NAD83",12.2,2005-10-24,2013-11-07,"Retired","Not Protected","Site is in open water due to erosion. Last measurement on 11/7/2013."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","River1","River 1",38.768083,-77.04804,"NAD83",9.91,2005-10-24,2013-04-25,"Retired","Operationally Protected","Northern-most station along the river. This site is retired because a mount used to anchor a high-accuracy GPS receiver became stuck on the pipe. "
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","Creek3","Creek Bank 3",38.766565,-77.05039,"NAD83",9.76,2005-10-27,2024-06-13,"Retired","Not Protected","Unknown"
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","Creek2","Creek Bank 2",38.765342,-77.049661,"NAD83",6.1,2005-10-27,2024-06-17,"Retired","Not Protected","Unknown"
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","Creek1","Creek Bank 1",38.764882,-77.05026,"NAD83",9.45,2005-10-27,2024-06-13,"Retired","Not Protected","Unknown"
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET01","Dyke SET 01",38.768,-77.052,"NAD83",14.32,2023-05-03,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET17","Dyke SET 17",38.768,-77.051,"NAD83",14.63,2023-05-03,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET02","Dyke SET 02",38.767,-77.051,"NAD83",10.97,2023-05-03,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET07","Dyke SET 07",38.765,-77.048,"NAD83",13.18,2023-05-03,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET15","Dyke SET 15",38.764,-77.048,"NAD83",12.8,2023-05-03,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET13","Dyke SET 13",38.767,-77.051,"NAD83",14.02,2023-05-04,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET18","Dyke SET 18",38.766,-77.049,"NAD83",13.41,2023-05-04,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET08","Dyke SET 08",38.7654,-77.0494,"NAD83",12.8,2023-05-04,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET03","Dyke SET 03",38.7667,-77.0478,"NAD83",17.67,2023-05-04,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET16","Dyke SET 16",38.7675,-77.0482,"NAD83",10.97,2023-05-04,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET09","Dyke SET 09",38.7685,-77.0492,"NAD83",14.63,2023-05-05,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","GWMP","George Washington Memorial Parkway","Dyke Marsh","DykeSET05","Dyke SET 05",38.7679,-77.0486,"NAD83",13.41,2023-05-05,NA,"Active","Not Protected","All rods driven until significant resistance was met. Took about 2 minutes for a single 4' section to be installed."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","KenSET01","KenSET01",38.909864,-76.94784,"NAD83",8.5,2021-11-15,NA,"Active","Not Protected","28 feet deep (7 rods) 
Surveyed on 4/8/2022 (NAVD88, Trimble R12i, Ntrip)"
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","KenSET02","KenSET02",38.910364,-76.94796,"NAD83",8.53,2021-11-15,NA,"Active","Not Protected","28 feet deep (7 rods)
Surveyed on 4/8/2022 (NAVD88 - Trimble R12i/Ntrip)"
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","KenSET04","KenSET04",38.911567,-76.9458,"NAD83",8.53,2022-08-15,NA,"Active","Not Protected","28 feet deep (7 rods)
Surveyed on 4/8/2022 (NAVD88 - Trimble R12i/Ntrip)"
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","KenSET05","KenSET05",38.909824,-76.94661,"NAD83",8.53,2021-11-15,NA,"Active","Not Protected","28 feet deep (7 rods)
Surveyed on 4/8/2022 (NAVD88 - Trimble R12i/Ntrip)"
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","KenSET06","KenSET06",38.911434,-76.94864,"NAD83",10.97,2021-11-15,NA,"Active","Not Protected","36 feet deep (9 rods)
Surveyed on 4/8/22 - NAVD88 (m) - Trimble R12i/Ntrip GWMP"
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","KenSET07","KenSET07",38.91054,-76.94611,"NAD83",8.53,2021-11-15,NA,"Active","Not Protected","28 feet deep (7 rods)
Surveyed on 4/8/22 (NAVD88) - Trimble R12i/ntrip to GWMP"
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","Kenil5","Kenilworth 5",38.910626,-76.946742,"NAD83",0,2017-11-02,NA,"Active","Not Protected","Located in MF2 across from Pipe 4. Need to check the survey data for the receiver elevations."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","Kenil4","Kenilworth 4",38.910858,-76.94696,"NAD83",0,2017-11-02,NA,"Active","Not Protected","Located in MF2 close to the boardwalk observation deck. Need to check the survey data for the receiver elevations."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","Kenil3","Kenilworth 3",38.914819,-76.94223,"NAD83",0,2017-11-02,NA,"Active","Not Protected","Located roughly 75 - 100m down the River Trail from Pipe 2. About 10 - 15 m off of the trail in a very wet depression. Need to check the survey data for the receiver elevations."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","Kenil2","Kenilworth 2",38.914048,-76.942663,"NAD83",0,2017-11-02,NA,"Active","Not Protected","The first pipe along the River Trail. Adjacent to a grassy area with sign and bench. Need to check the survey data for the receiver elevations."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kenilworth Marsh","Kenil1","Kenilworth 1",38.914271,-76.94441,"NAD83",0,2017-11-02,NA,"Active","Not Protected","Located at the far end of the river trail, across a small tidal gut withing a stand of Typha. Need to check the survey data for the receiver elevations."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kingman Lake","King5","Kingman 5",38.90505,-76.961321,"NAD83",0,2017-11-02,2022-08-16,"Retired","Not Protected","Located in the middle of the large Phrapmites patch.  Enter from the creek side. Need to check the survey data for the receiver elevations."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kingman Lake","King4","Kingman 4",38.905376,-76.961318,"NAD83",0,2017-11-02,2022-08-16,"Retired","Not Protected","Just down river from Pipe 3  Need to check the survey data for the receiver elevations."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kingman Lake","King3","Kingman 3",38.90547,-76.961156,"NAD83",0,2017-11-02,2022-08-16,"Retired","Not Protected","Pipe is the furthest up river. Located in a large mudflat to beyond the large patch of Phragmites. Need to check the survey data for the receiver elevations."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kingman Lake","King2","Kingman 2",38.903951,-76.962486,"NAD83",0,2017-11-02,2022-08-22,"Retired","Not Protected","Pipe is located on a large mudflat just north of pipe 1. Cross the tidal creek and the plot will be almost directly in front of you. Need to check the survey data for the receiver elevations."
"NCRN","National Capital Region Network","NACE","National Capital Parks-East ","Kingman Lake","King1","Kingman 1",38.9038,-76.962546,"NAD83",0,2017-11-02,2022-08-16,"Retired","Not Protected","Site is located on large mudflat next to large fenced in vegetation enclosure.  After crossing the creek the site is the furthest downstream (to the left).  Enter plot from the East. Need to check the survey data for the receiver elevations."
"SFCN","South Florida/Caribbean Network","SARI","Salt River Bay National Historical Park and Ecological Preserve","SARI 1","SARI_3","Benchmark 3",17.766473,-64.760074,"NAD83",12.21,2012-06-20,NA,"Active","Not Protected",NA
"SFCN","South Florida/Caribbean Network","SARI","Salt River Bay National Historical Park and Ecological Preserve","SARI 1","SARI_2","Benchmark 2",17.766413,-64.76003,"NAD83",12.25,2014-06-19,NA,"Active","Not Protected",NA
"SFCN","South Florida/Caribbean Network","SARI","Salt River Bay National Historical Park and Ecological Preserve","SARI 1","SARI_1","Benchmark 1",17.766367,-64.760043,"NAD83",12.22,2012-06-19,NA,"Active","Not Protected",NA
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","UNF WEBB Eagle Island","WEBBEI1","WEBB EI1",30.2682525,-81.4146496,"NAD83",14,2023-07-20,NA,"Active","Not Protected","
A little close to upland but likely long-term marsh, SPAALT monoculture."
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","UNF WEBB Eagle Island","WEBBEI2","WEBB EI2",30.2681746,-81.4150104,"NAD83",13.37,2023-07-21,NA,"Active","Not Protected","PVC collar was shattered when installed, so 10-11 cm was cut off w/ angle grinder before install. Some plot disturbance from collar shenanigans, especially on S/W sides. Former upland with palm, etc. stumps around area"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","UNF WEBB Eagle Island","WEBBEI3","WEBB EI3",30.2682525,-81.4146496,"NAD83",13.42,2023-07-21,NA,"Active","Not Protected","very edge of high marsh before natural upland island. IVAFRU on upland edge, as well as SABPAL and other shrubs"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","UNF WEBB Butler Island","WEBBBI1","WEBB BI1",30.2605992,-81.4180137,"NAD83",10.42,2023-07-20,NA,"Active","Not Protected","A little close to upland but likely long-term marsh. First install attempt 6/30/2023 thwarted by the forces of evil; curse broken on third attempt (second hole hit a tree stump)"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","UNF WEBB Butler Island","WEBBBI3","WEBB BI3",30.2610229,-81.4169948,"NAD83",12.5,2023-06-30,NA,"Active","Not Protected","ery edge of high marsh before natural upland island. BATMAR nearby at same elevation; BACHAL and invasive SCHTER on upland fringe"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","UNF WEBB Butler Island","WEBBBI2","WEBB BI2",30.2609951,-81.4173091,"NAD83",20.09,2023-06-30,NA,"Active","Not Protected","former upland, now marsh with stumps of woody vegetation, standing dead SABMIN"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","UNF WEBB Spoil Island","WEBBSI1","WEBB SI1",30.248708,-81.4224099,"NAD83",15.27,2023-06-29,NA,"Active","Not Protected","not affected by spoil deposit; separate access from small channel"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","UNF WEBB Spoil Island","WEBBSI2","WEBB SI2",30.2502099,-81.4258564,"NAD83",12.42,2023-06-29,NA,"Active","Not Protected","affected by spoil deposit"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","UNF WEBB Spoil Island","WEBBSI3","WEBB SI3",30.2509679,-81.4275878,"NAD83",12.21,2023-06-29,NA,"Active","Not Protected","very edge of high marsh before upland spoil island"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","TIMU03","TIMU03A","TIMU03A",30.43963,-81.43999,"NAD83",18.98,2020-12-10,NA,"Active","Not Protected","Northern most site. SPAL"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","TIMU03","TIMU03B","TIMU03B",30.43946,-81.44,"NAD83",15.76,2021-08-25,NA,"Active","Not Protected",NA
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","TIMU03","TIMU03C","TIMU03C",30.43935,-81.44008,"NAD83",20.19,2020-12-10,NA,"Active","Not Protected","Southern most site. SPAL"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","TIMU04","TIMU04A","TIMU04A",30.43826,-81.46968,"NAD83",18.71,2020-12-11,NA,"Active","Not Protected","Northern most site. SPAL"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","TIMU04","TIMU04B","TIMU04B",30.43813,-81.46983,"NAD83",17.52,2020-12-11,NA,"Active","Not Protected","SPAL"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","TIMU04","TIMU04C","TIMU04C",30.43798,-81.46991,"NAD83",25.6,2020-12-11,NA,"Active","Not Protected","Southern most site. SPAL"
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","TIMU65","TIMU65A","TIMU65A",30.548132,-81.656951,"NAD83",13.12,2011-07-21,NA,"Active","Not Protected","Mixed vegetation -> more brackish.  Juncus romerianus and Spartina alterniflora.  sea ox daisy - cattail?  Site densely vegetated.  Sold primarily organic to 30 inches."
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","TIMU65","TIMU65B","TIMU65B",30.548013,-81.657304,"NAD83",13.24,2011-07-22,NA,"Active","Not Protected","Site is heavily vegetated.  Perdominantly Juncus romerianus/  Other species include Cladium ? and ?."
"SECN","Southeast Coast Network","TIMU","Timucuan Ecological and Historic Preserve","TIMU65","TIMU65C","TIMU65C",30.547743,-81.657125,"NAD83",13.21,2011-07-23,NA,"Active","Not Protected","Spartina alterniflora, Juncus romerianus, Cladium mariscus, and wild rice (Zizania aquatica) all growing tall."
